UserId,Department/Region,Initiative/output's name??,Related CPO or GLO under P&B 2024-2025,Web link??,Short description?,Flagship or periodic (Y/N)?,"Type of publication (Options: Evaluation, or Guidance/tools, or Technical Report, or Working paper, or Data/Database) ",New or Produced regularly,Funding source (Options: regular budget or extrabudgetary),Focus (Options: Youth only or Youth is one of the target groups),year
USR-202506-0022,Region: Arab States,Pacific Emploment and Social Monitor,,https://www.ilo.org/publications/pacific-employment-and-social-monitor-april-2024-towards-resilient-labour,"The report highlights how low-quality jobs are driving migration from smaller Pacific islands and calls for targeted policies for inclusive decent work. It include specific statistics relevant to youth, and highlights the issue of youth unemployment.",No,Technical Report,New,Regular Budget,Youth are one of the target groups,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Lignes directrices pour la mise en ?uvre des politiques nationales de l'emploi,GLO431,https://www.ilo.org/fr/publications/des-politiques-aux-resultats,"Ces lignes directrices visent ' aider les 'tats membres de l'OIT ' concevoir et ' mettre en ?uvre leurs politiques nationales de l'emploi en utilisant une approche impliquant l'ensemble du gouvernement ou de la soci't'. Elles proposent un cadre global de mise en ?uvre et une gamme d'outils et de m'thodologies qui couvrent syst'matiquement l'ensemble du processus, depuis la conception des politiques nationales de l'emploi jusqu'' leurs r'sultats. Une approche consiste ' promouvoir l'inclusion dans la mise en ?uvre des politiques d'emploi, qui incluent les jeunes.",No,Guidance/Tools,New,Regular Budget,Youth are one of the target groups,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Work Wise Youth: A guide to youth rights at work ,GLO435,https://www.ilo.org/WorkWiseYouth ,"The guide is intended to support ILO constituents and other stakeholders in their initiatives aimed at raising young people's awareness of their rights at work, with a focus on those in forced displacement contexts.",No,Guidance/Tools,New,extrabudgetary,Youth only,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Skills Needs Assessment and Anticipation Study for the Chattogram-Cox's Bazar Economic Corridor ,BGD101 ( Output 3.2),ILO Dhaka,"To identify skill gaps in key sectors like construction, tourism, and manufacturing. The study pinpointed 49 hard-to-fill occupations and informed the development of industry-demand-driven skills curricula",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",A Just Transition With and For Youth,GLO435,"https://www.ilo.org/publications/just-transition-and-youth#:~:text=This%20policy%20brief%20underscores%20the,them%20with%20opportunities%20for%20development.",This policy brief underscores the critical need for a fair and inclusive shift towards environmentally sustainable economies. It advocates for measures to mitigate adverse impacts on youth while providing them with opportunities for development. ,No,Working paper,New,extrabudgetary,Youth only,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Artificial Intelligence at the Service of Decent Jobs for Young Women and Men - March 2024,GLO435,,"This paper first sets out a clear taxonomy,
specifying the focus of the work. It then
reviews the existing literature to understand current AI trends, focusing on defining key terms used throughout the report. Based on these findings, the report assesses current AI trends, focusing on gaps in AI use, market challenges, and potential future trends that are likely to arise with the continuous development of AI. Considering these findings, the report proposes projects and next steps for the ILO to consider.",No,Working paper,New,Regular Budget,Youth only,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Independent Internal Evaluation: Support to strengthening the inter-institutional governance in the field of labour exploitation (ITA/20/01/EUR),,,"Independent Internal Evaluation of the project focusing on the support the national authorities in enhancing their capacity to formulate, develop and implement reform policies and strategies to prevent and tackle labour exploitation, especially through evidence-based policies and protection and inclusion of victims of labour exploitation.",No,Evaluation,New,Regular Budget,Youth are one of the target groups,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods","Global - technical inputs and added a youth angle to the ""Jobs for Green Growth and a Just Transition: Bridging data, policy, and action for greener economies with decent work for women and youth"" report.?",GLO435,,Inputs on youth to the report Jobs for Green Growth and a Just Transition,No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",YouthForesight Knowledge Platform - Knowledge Resources,GLO435,https://www.youthforesight.org/,"YouthForesight added 203 new knowledge resources in 2024, curated in collaboration with 10 contributing organizations. Resources include reports, tools, blogs and multimedia content focusing on youth employment, digital skills, green jobs and inclusion. While all materials are available on the platform, selected items aligned with thematic priorities were disseminated via bi-monthly newsletters, forum discussions and social media.",yes,Technical Report,Produced regularly,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods","Regional study on youth employment, based on mixed methods (quali / quanti), with policy recommendations",RLA165,,"Regional study on youth employment, based on mixed methods (quali / quanti), with policy recommendations",No,Technical Report,New,Regular Budget,Youth only,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Youth employment in Argentina,ARG 126,https://www.ilo.org/sites/default/files/2024-10/Trayectoria_laboral_juvenil_en_Argentina_web.pdf,"The difficulties faced by young people in entering the labour market are not new, but have deepened over time with the succession of socio-economic crises and health crises during the 21st century. Moreover, while instability is typical of the first experiences of working life, it is also the result of personal characteristics and the types of jobs that young workers occupy.
Improving the quality of youth labour market insertion continues to be a challenge in Argentina. Therefore, the aim of this research is to contribute to the characterisation of the entry, exit and rotation of people aged 18 to 24 in formal salaried jobs in the private sector in order to think of policies and lines of action that help to face the challenges they face in the  labour market

",No,Technical Report,New,Regular Budget,Youth only,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Laburencers' Campaign,ARG 126,https://www.ilo.org/es/resource/news/laburencers-una-campa%C3%B1a-de-oit-en-argentina-para-promover-el-di%C3%A1logo-sobre,"Argentina??''s office developed the 'Laburencers' Campaign, a communication strategy aimed at informing young people, tripartite counterparts, spaces for social dialogue and public policy development on the transition to the formal economy. Based on the results obtained in the 'Laburencers4' Campaign and in response to the demand of its constituents, the ILO Country Office for Argentina proposes the elaboration of a kit containing communication pieces in the form of a pedagogical proposal (card games, pieces for social networks) aimed at government actors to implement at the local level a participatory strategy to raise awareness on the labour rights of young people in Argentina.

",No,Guidance/Tools,,Regular Budget,Youth only,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Youth Employment Outlook in Colombia 2016?C2023,,https://www.ilo.org/es/publications/panorama-del-empleo-juvenil-en-colombia-2016-2023,"In 2024, the ILO Office in Colombia launched the report Youth Employment Outlook in Colombia 2016?C2023, which analyzes trends in youth labor market participation, unemployment, informality, and access to education and training. The report provides key evidence to inform policy dialogue and improve employment strategies targeting young people.",No,Technical Report,New,extrabudgetary,Youth only,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2026
